ISO-code,Country or Area,Region,Donor,Agency,Year,Category,Technology,Sub-technology,Finance Group,Finance Type,Amount (2020 USD million)
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Foreign Office,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.331014
XDX,"Unspecified, developing countries","Unspecified, developing countries",United States,U.S. International Development Finance Corporation,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,22.90166054
XDX,"Unspecified, developing countries","Unspecified, developing countries",United States,U.S. International Development Finance Corporation,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,5.089257899
XDX,"Unspecified, developing countries","Unspecified, developing countries",United States,U.S. International Development Finance Corporation,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,15.0
XDX,"Unspecified, developing countries","Unspecified, developing countries",United States,U.S. International Development Finance Corporation,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,5.0
XDX,"Unspecified, developing countries","Unspecified, developing countries",Finland,Ministry of Foreign Affairs,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.079950462
XDX,"Unspecified, developing countries","Unspecified, developing countries",United States,Agency for International Development,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.432586921
XDX,"Unspecified, developing countries","Unspecified, developing countries",United States,Agency for International Development,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.437676179
XDX,"Unspecified, developing countries","Unspecified, developing countries",United States,Agency for International Development,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.025446289
XDX,"Unspecified, developing countries","Unspecified, developing countries",United States,Agency for International Development,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.447854695
XDX,"Unspecified, developing countries","Unspecified, developing countries",United States,Agency for International Development,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,1.296742913
XDX,"Unspecified, developing countries","Unspecified, developing countries",United States,Agency for International Development,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,2.03570316
XDX,"Unspecified, developing countries","Unspecified, developing countries",United States,Agency for International Development,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.352695751
XDX,"Unspecified, developing countries","Unspecified, developing countries",Switzerland,Swiss Agency for Development and Co-operation,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.911387085
XDX,"Unspecified, developing countries","Unspecified, developing countries",Switzerland,Swiss Agency for Development and Co-operation,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.301872
XDX,"Unspecified, developing countries","Unspecified, developing countries",Switzerland,Swiss Agency for Development and Co-operation,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,1.215182447
XDX,"Unspecified, developing countries","Unspecified, developing countries",Switzerland,Swiss Agency for Development and Co-operation,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.201099382
XDX,"Unspecified, developing countries","Unspecified, developing countries",Switzerland,Swiss Agency for Development and Co-operation,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,16.099819
XDX,"Unspecified, developing countries","Unspecified, developing countries",Finland,Ministry of Foreign Affairs,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,132.3362775
XDX,"Unspecified, developing countries","Unspecified, developing countries",Finland,Ministry of Foreign Affairs,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.877362316
XDX,"Unspecified, developing countries","Unspecified, developing countries",Finland,Ministry of Foreign Affairs,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,6.557911422
XDX,"Unspecified, developing countries","Unspecified, developing countries",United States,U.S. International Development Finance Corporation,2017,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,8.677064336
XDX,"Unspecified, developing countries","Unspecified, developing countries",United States,U.S. International Development Finance Corporation,2018,Renewables,Solar energy,Off-grid Solar photovoltaic,Debt,Standard loan,10.1785158
XDX,"Unspecified, developing countries","Unspecified, developing countries",United States,U.S. International Development Finance Corporation,2019,Renewables,Solar energy,Off-grid Solar photovoltaic,Debt,Standard loan,20.0
XDX,"Unspecified, developing countries","Unspecified, developing countries",United States,U.S. International Development Finance Corporation,2018,Renewables,Solar energy,Off-grid Solar photovoltaic,Mezzanine Finance,Subordinated loan,5.089257899
XDX,"Unspecified, developing countries","Unspecified, developing countries",Nordic Development Fund,Nordic Development Fund,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,5.788876007
XDX,"Unspecified, developing countries","Unspecified, developing countries",France,French Development Agency,2017,Renewables,Multiple renewables,Multiple renewables,Debt,Concessional loan,114.3966851
XDX,"Unspecified, developing countries","Unspecified, developing countries",France,French Development Agency,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.571983106
XDX,"Unspecified, developing countries","Unspecified, developing countries",UNECE,UNECE,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.001136918
XDX,"Unspecified, developing countries","Unspecified, developing countries",OPEC Fund for International Development,OPEC Fund,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.729583137
XDX,"Unspecified, developing countries","Unspecified, developing countries",OPEC Fund for International Development,OPEC Fund,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.409700126
XDX,"Unspecified, developing countries","Unspecified, developing countries",OPEC Fund for International Development,OPEC Fund,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.71697522
XDX,"Unspecified, developing countries","Unspecified, developing countries",Green Climate Fund,Green Climate Fund,2016,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,358.5379988
XDX,"Unspecified, developing countries","Unspecified, developing countries",Green Climate Fund,Green Climate Fund,2017,Renewables,Multiple renewables,Multiple renewables,Equity,Common equity,256.0625786
XDX,"Unspecified, developing countries","Unspecified, developing countries",Green Climate Fund,Private Sector Facility,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.538583782
XDX,"Unspecified, developing countries","Unspecified, developing countries",Green Climate Fund,Private Sector Facility,2020,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,17.21422847
XDX,"Unspecified, developing countries","Unspecified, developing countries",Green Climate Fund,Private Sector Facility,2020,Renewables,Multiple renewables,Multiple renewables,Mezzanine Finance,Subordinated loan,7.377526486
XDX,"Unspecified, developing countries","Unspecified, developing countries",Green Climate Fund,Private Sector Facility,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,3.063012647
XDX,"Unspecified, developing countries","Unspecified, developing countries",Green Climate Fund,Private Sector Facility,2020,Renewables,Multiple renewables,Multiple renewables,Equity,Shares in collective investment vehicles,24.83523768
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,"Department for Business, Energy and Industrial Strategy",2019,Renewables,Multiple renewables,Multiple renewables,Equity,Shares in collective investment vehicles,41.141972
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,"Department for Business, Energy and Industrial Strategy",2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,1.084238
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,"Department for Business, Energy and Industrial Strategy",2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,2.106082
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,"Department for Business, Energy and Industrial Strategy",2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,5.104645
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,"Department for Business, Energy and Industrial Strategy",2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.450459
XDX,"Unspecified, developing countries","Unspecified, developing countries",Global Green Growth Institute,Investment and Policy Solutions Division,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.131476774
XDX,"Unspecified, developing countries","Unspecified, developing countries",Austria,Federal Ministry of Finance,2018,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,1.707576453
XDX,"Unspecified, developing countries","Unspecified, developing countries",United States,U.S. International Development Finance Corporation,2016,Renewables,Solar energy,Off-grid Solar photovoltaic,Debt,Standard loan,15.92828669
XDX,"Unspecified, developing countries","Unspecified, developing countries",Australia,Australian Government,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.195891225
XDX,"Unspecified, developing countries","Unspecified, developing countries",Japan,Japanese International Co-operation Agency,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Equity,Common equity,2.758195618
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal State of North Rhine-Westphalia,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.014735894
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal State of North Rhine-Westphalia,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.014538849
